headline,type,year,news_desk_category,GPT_score,GPT_class
RESULTS PLUS,article,1991,sports,0.2,clickbait
"Review/Opera; At Glyndebourne, Changes in Body and in Soul",article,1992,travel,0.5,clickbait
Lawmakers Prepare for Showdown Over Arctic Oil Drilling Provision,article,2005,world/international/foreign,0.0,balanced
"Mario Davidovsky, Composer Who Made Electronics Sing, Dies at 85",article,2019,obituary,0.2,balanced
Taking Some of the Chaos Out of Herald Square,article,2000,home,0.2,balanced
Rail Service Disrupted By Water Line Break,article,1999,home,-0.5,balanced
Welfare Study Offered Fair Assessment on Aid,article,1996,media,0.5,balanced
Larger Homebuyer Tax Credit Plan May Be in Jeopardy,article,2009,uncategorized,-0.6,balanced
John Bolton Is Summoned to Testify in Trump Impeachment Inquiry,article,2019,fashion/style,0.0,balanced
McGuire: A Soaring Soul of Wit,article,2001,sports,0.8,clickbait
Jefferson Is Triply Effective Versus Yao,article,2003,sports,0.5,clickbait
Naming My Building,article,1994,magazine,0.2,balanced
"When Giants Need It, Offensive Spark Comes From Familiar Place",article,2006,sports,0.5,balanced
Do Brain Injuries Affect Women Differently?,article,2019,magazine,0.2,balanced
Reese Helped Change Baseball,article,1997,sports,0.7,balanced
"And How Do I Know You? Oh, the List",article,2009,fashion/style,0.1,clickbait
New York City’s Week in Pictures: Oct. 24,multimedia,2014,uncategorized,0.2,balanced
Dysfunction for Dollars,article,2002,magazine,-0.3,clickbait
President Bush's News Conference,article,2005,fashion/style,0.0,matter-of-fact
Corrections,article,2002,theater,0.5,clickbait
"After Half a Lifetime in Prison, an Inmate Is Free for Now",article,2007,entertainment,0.2,balanced
Recalling the Sounds Of a Life Steeped in Woe,article,2012,arts/culture,-0.7,clickbait
Charlton Heston Reveals Disorder That May Be Alzheimer's Disease,article,2002,world/international/foreign,-0.5,clickbait
"World Cup 2014: Argentina Defeats Bosnia-Herzegovina, 2-1",multimedia,2014,sports,0.5,balanced
Corrections,article,2001,home,0.5,clickbait
City Centers for Placement in High Schools Are Swamped,article,2004,home,-0.6,clickbait
"Paid Notice: Deaths  GLYNN, MARGARET MARY",article,2000,lifestyle/living,-0.8,matter-of-fact
"No, a Molotov Cocktail Didn’t Start the West’s Fires",multimedia,2020,business/economy/financial,0.0,clickbait
"Rutgers, Up to Sixth in B.C.S., Faces Long Odds",article,2006,sports,0.1,balanced
Napster Rocks The Web,article,2000,times,0.7,clickbait
A Broader Base for Corporate Hiring,article,1993,theater,0.3,balanced
Commerce Report Describes Economic Benefits From Internet,article,1999,business/economy/financial,0.7,balanced
Muscle Strain Will Keep Masahiro Tanaka From Making a Key Start in Toronto,article,2015,sports,-0.6,balanced
Closings and Cancellations,article,2001,education,0.0,matter-of-fact
Defender of Justice,article,2005,media,0.6,clickbait
AGILENT AGREES TO BUY DIGITAL TECHNOLOGY,article,2000,business/economy/financial,0.5,balanced
Last Call in the Race for Mayor,article,2013,opinion/editorial,0.0,clickbait
Defense in Enron Trial Assails Prosecution,article,2006,uncategorized,-0.2,balanced
"John Tesoriero; College Official, 53",article,1991,obituary,0.1,matter-of-fact
U.S. General Says Iraqis Will Need Longtime Support From Air Force,article,2005,world/international/foreign,-0.3,balanced
Meatloaf That Conquers the Mundane,article,2015,dining/food,0.3,clickbait
Japanese Father and Son Share a Liver and a Political Rivalry,article,2002,world/international/foreign,0.1,clickbait
The Best Classical CD's of 2003; REICH: 'THREE TALES',article,2003,sports,0.5,balanced
"Dow Drops 17.60, to 3,613.25, In Heaviest Trading of Year",article,1993,business/economy/financial,-0.6,matter-of-fact
"Paid Notice: Deaths   SANDBACK, , FRED",article,2003,lifestyle/living,-0.8,matter-of-fact
"Paid Notice: Deaths  ALLEN, EMILY LAMB TUCKERMAN.",article,2000,lifestyle/living,-0.8,matter-of-fact
"Pope Defrocks Fernando Karadima, Priest at Center of Abuse Outrage in Chile",article,2018,world/international/foreign,-0.5,balanced
"Hubert Newcombe Alyea, 93; Made Chemistry a Lively Art",article,1996,home,0.6,balanced
Health Care Begins at Home,article,2006,media,0.5,balanced
"After Choosing a Candidate Who Lost, a Democrat Stands in an Unfavorable Light",article,2011,entertainment,-0.6,clickbait
'Made in Chicago: Circa 1970',article,2002,weekend,0.0,balanced
Jodi Pulice,article,2011,real estate,0.2,clickbait
Avoiding Foster Care: New York Looks to Detroit Model,article,1991,home,0.2,balanced
Rental Car Industry Presses for Repeal of New York Ban on Collision Waivers,article,2002,home,-0.5,balanced
Chyron Finds $5 Million Backer,article,1991,business/economy/financial,0.6,balanced
Iranians Seized in Baghdad Freed by U.S. After a Day,article,2007,world/international/foreign,0.5,balanced
Andrea L. Burns Is a Bride in Ohio,article,1991,social/society,0.2,balanced
Smith Will Meet With Giants,article,2011,uncategorized,0.2,balanced
A $25 Prix Fixe in Port Washington,article,1994,weekend,0.2,balanced
Time Out!,article,1994,education,0.0,clickbait
Photography Center Presents Renovated Midtown Space,article,2000,arts/culture,0.3,balanced
Technology Briefing | Software: BMC Says Profit Fell Short,article,2001,business/economy/financial,-0.6,balanced
Rackspace Makes Room for I.P.O.,article,2008,business/economy/financial,0.3,clickbait
Divorce Settlements: Can We Talk?,article,1994,business/economy/financial,0.2,clickbait
For Children,article,1992,weekend,0.2,clickbait
Make Plans; Add Reality,article,2006,real estate,0.3,clickbait
"Pettitte's Arm Was Great, But His Glove Was Better",article,1996,sports,0.3,clickbait
Workers Give Glimpse of Japan’s Nuclear Crisis,article,2011,world/international/foreign,-0.5,balanced
A Convention Shaped for Different Audiences,article,2004,world/international/foreign,0.3,clickbait
"Paid Notice: Deaths   NIELSEN, WALDEMAR A.",article,2005,lifestyle/living,-0.8,matter-of-fact
A Reality Check for College Rankings,article,2001,media,0.2,balanced
This Is Why You’re Fat,article,2009,uncategorized,-0.6,clickbait
Loading Up on Stock Options,multimedia,2011,business/economy/financial,0.2,clickbait
"For Russians Tired of ‘Swan Lake,’ a Contemporary Alternative",article,2017,arts/culture,0.2,balanced
Lottery Numbers,article,2005,uncategorized,0.2,clickbait
A Well-Imagined Star; Unearthing a Trove of Albums That Never Existed,article,2004,arts/culture,0.5,clickbait
Vermont Governor Proposes Limits on Painkiller Prescriptions,article,2016,world/international/foreign,0.2,balanced
Pressel Handles Stress of Success,article,2007,sports,0.5,balanced
All the Funny “Downfall”s: The One About Wall Street Is Still Waiting for a Director,article,2008,uncategorized,0.2,clickbait
Boxee Banks $6 Million Round,article,2009,uncategorized,0.6,balanced
Bonanza or Blight? Oregon’s Wind Debate,article,2010,uncategorized,0.2,clickbait
The 2.26.12 Issue,article,2012,magazine,0.0,clickbait
Corrections,article,2003,home,0.2,clickbait
Fox Joins Network Brethren in Wrapping Up Its ‘Upfront’ Ad Sales,article,2014,business/economy/financial,0.2,balanced
NEWS SUMMARY,article,2003,home,0.0,clickbait
"Paid Notice: Deaths   SIEGEL, CANTOR BEN",article,2004,lifestyle/living,-0.8,matter-of-fact
So Is It Yes or No?,article,1999,media,0.2,clickbait
Unions See Fertile Fields At Lower End of High Tech,article,1999,business/economy/financial,0.5,clickbait
Bush Dedicates Museum at Site of Oklahoma City Bombing,article,2001,world/international/foreign,0.4,balanced
O'Neal's 'I' in Team Translates Into W's,article,2004,sports,0.5,clickbait
Maurizio Sarri: Chelsea’s Tuscan Son,article,2018,sports,0.5,clickbait
No Headline,article,1998,arts/culture,0.0,clickbait
"As Economy Heats Up, Traffic Backs Up ",article,2013,business/economy/financial,0.1,balanced
"In for a Penny, in for the Pounce",article,2007,arts/culture,0.2,clickbait
"Paid Notice: Deaths  KRUSZKA, JOSEPH",article,2000,lifestyle/living,-0.8,matter-of-fact
People,article,2005,business/economy/financial,0.0,clickbait
Holocaust Remembrance,article,1999,arts/culture,0.0,matter-of-fact
METRO DIGEST,article,1994,home,0.2,matter-of-fact
What’s on Tonight,article,2007,weekend,0.2,balanced
COLUMBIA ENERGY EXPANDS SHARE REPURCHASE,article,1999,business/economy/financial,0.5,balanced
Nets Have Big Goals to Conquer Heat,article,2012,sports,0.7,clickbait
Piers Morgan Struggles to Beat King’s Ratings,article,2011,uncategorized,-0.6,clickbait
"Get a Grip, Girlfriend: You Can Deal With It",article,2001,arts/culture,0.5,clickbait
Morning Agenda: Leon Cooperman Could Face Showdown With Regulators,article,2016,uncategorized,-0.5,clickbait
"In San Jose, a Different Approach to Gun Control",article,2019,world/international/foreign,0.2,balanced
"Paid Notice: Deaths   WEISFOGEL, JARET",article,2005,lifestyle/living,-0.8,matter-of-fact
CNN President Tries to Repeat Success in Morning News,article,2013,uncategorized,0.2,balanced
NO BEDFELLOWS,article,1992,magazine,0.2,clickbait
The War in Iraq: It's Decision Time,article,2006,media,0.0,clickbait
"Paid Notice: Deaths  GOETZ, RUTH GOODMAN",article,2001,lifestyle/living,-0.8,matter-of-fact
Search for Malaysian Jet to Be Costliest in History,article,2014,world/international/foreign,-0.7,clickbait
"Much Muscle, Less Meaning",article,2007,arts/culture,-0.5,clickbait
"At Flight 800 Hearings, Don't Expect the Routine",article,1997,home,0.0,clickbait
5 Comedy Shows to Catch in N.Y.C. This Weekend,article,2018,weekend,0.6,balanced
"Before They Vote, New Yorkers Have Their Say",article,2009,entertainment,0.2,balanced
"Paid Notice: Deaths  BARCLAY, ELIZABETH MOORE",article,1999,lifestyle/living,-0.8,matter-of-fact
A Struggle That Tests and Feeds the Soul,article,1998,arts/culture,0.3,clickbait
Discovery and a Drug,article,1998,media,0.5,clickbait
"Trying to Stem Losses, Post Office Seeks to End Saturday Letter Delivery",article,2013,world/international/foreign,-0.6,balanced
New Jersey Sisters Retain Titles,article,2003,sports,0.5,balanced
Mixed Russian Feelings on Jailed Punk Rock Band,article,2012,world/international/foreign,0.1,balanced
Petula Clark Heading to Midtown,article,2011,uncategorized,0.5,balanced
"For Pierce, Muted Tone and Sharp Intensity",article,2007,sports,0.2,clickbait
"Paid Notice: Deaths  SWANSON, ROBERT A.",article,1999,lifestyle/living,-0.8,matter-of-fact
Two’s a Crowd in This Listing,article,2007,real estate,0.2,clickbait
Purity in Politics,article,1997,media,0.2,clickbait
Target Raises Base Pay to $11 an Hour Heading Into Holidays,article,2017,business/economy/financial,0.6,balanced
Skiers Buy Vacation Homes as Prices Fall,article,2010,weekend,0.4,balanced
President Bush’s Statement on the Death of Gerald R. Ford,article,2006,uncategorized,0.2,matter-of-fact
Ford Plans to Cut 5% of Salaried Work Force,article,2005,business/economy/financial,-0.7,balanced
Did Vick Deserve Courage Award?,article,2009,uncategorized,-0.7,clickbait
IAC Completing Split Into 5 Publicly Traded Parts,article,2008,business/economy/financial,0.2,balanced
Cutting the Big High School Down to Size; Fernandez Joins the Movement to More Emphasis on Individual Teen-Agers,article,1992,home,0.2,balanced
"Several Plant Workers Are Ill, but Radiation Risk in Japan Is Seen as Low for Now",article,2011,world/international/foreign,0.2,balanced
"Paid Notice: Deaths  SILVERMAN, CLARA",article,2001,lifestyle/living,-0.8,matter-of-fact
Eleven Artists Ponder Flesh's Possibilities,article,1996,weekend,0.5,balanced
The Revolution Will Be Minimized,article,2012,entertainment,0.2,clickbait
"The High Bridge, a Scenic and Serene Cousin of the High Line",article,2015,weekend,0.5,clickbait
"Well, He'd Keep It in the Family...",article,2004,fashion/style,0.1,clickbait
INVESTING WITH: Neil Barsky and Scott Sipprelle; MRG Nucleus Fund,article,2000,business/economy/financial,0.5,clickbait
Dissident's Health,article,1997,media,0.0,clickbait
State Keeps Death Files of Abused Children Secret,article,2012,entertainment,-0.8,clickbait
U.S. Faults 3 Nations on Anti-Drug Efforts,article,2002,world/international/foreign,-0.5,balanced
"Correction: Rome, Datebook",article,2008,travel,0.2,matter-of-fact
Complex Geometry and Sinuous Moves,article,2012,arts/culture,0.2,clickbait
"A Lebanese Diva, Performing in Syria, Creates Drama in More Ways Than One",article,2008,world/international/foreign,0.2,clickbait
Gore and Perot Are Set to Debate Trade Accord,article,1993,world/international/foreign,0.3,balanced
"Elizabeth Kramer, Jeffrey Bryan",article,2002,social/society,0.2,balanced
Leaders at Work on Plan to Avert Mandatory Cuts,article,2012,world/international/foreign,0.5,balanced
"Paid Notice: Deaths   FELDER, EDWIN",article,2004,lifestyle/living,-0.7,matter-of-fact
A Turnaround Specialist With an Unusual Strategy,article,2005,business/economy/financial,0.3,clickbait
Leading Off: Season All Figured Out on Day 2,article,2011,uncategorized,0.5,clickbait
Highly Enriched Uranium Found at Iranian Plant,article,2006,world/international/foreign,-0.8,balanced
Drowning in the Labor Pool,article,1993,media,-0.7,clickbait
SHARES OF ONTRAK SYSTEMS SOAR ON FIRST DAY OF TRADING,article,1995,business/economy/financial,0.8,clickbait
California Immigration Measure Faces Rocky Legal Path,article,1994,education,-0.5,balanced
Don't Confuse China Trade and Human Rights; Next Prime Minister?,article,1992,media,0.2,clickbait
"Putin, whose government has been accused of aiding Trump, praises Democrats in an interview.",article,2020,politics,-0.5,clickbait
Who’s Your Wingman Now? Pushing the Envelope With ‘Top Gun’,article,2020,weekend,0.6,clickbait
U.S. Charges Present a Paradox: the Pious Spy,article,2001,world/international/foreign,0.1,clickbait
Hormone Therapy Woes,article,2002,media,-0.5,clickbait
"Elizabeth Pearce, George Zoulias",article,2019,social/society,0.2,matter-of-fact
Glavine Supplies the Guile; Floyd Delivers the Power,article,2005,sports,0.5,clickbait
Milltown Picked for Signing,article,1995,home,0.5,clickbait
Coppola Movie Leads Directors' Fortnight Films,article,2009,uncategorized,0.3,balanced
"Paid Notice: Deaths  BADER, MELVIN",article,2002,lifestyle/living,-0.8,matter-of-fact
Prevention of Atomic Smuggling to Be Discussed,article,1994,world/international/foreign,0.4,balanced
Heart Bypass Surgery,multimedia,2011,science/health,0.5,matter-of-fact
INSIDE,article,2001,home,0.1,clickbait
"Paid Notice: Deaths   LEW, GRACE ELIZABETH LI, EN",article,2004,lifestyle/living,-0.8,matter-of-fact
"If Judges Campaign Like Ordinary Politicians, Can We Have Impartial Courts?",article,2014,opinion/editorial,-0.3,clickbait
Corrections,article,1994,home,0.5,clickbait
Gates Deserves To Head The C.I.A.,article,1991,media,0.4,clickbait
Safin Leaving With a Whimper,article,2009,uncategorized,-0.7,clickbait
NEWS SUMMARY,article,1993,home,0.0,clickbait
Soo Joo Park Transforms at Kenzo,multimedia,2016,magazine,0.5,balanced
Split Over T.W.A. Crash's Cause Widens as the Inquiry Continues,article,1996,home,-0.5,balanced
July 4-10; Record Set in Mile,article,1999,weekend,0.3,clickbait
"Paid Notice: Deaths   CHEMLAR, TIREE CAROLINE",article,2005,lifestyle/living,-0.8,matter-of-fact
Producers and Set Designer to Get Lifetime Achievement Tonys,article,2013,uncategorized,0.7,balanced
"Basking in Glow of Victory, Els Strives to Focus",article,1997,sports,0.7,balanced
A Step Closer to the Defeat of Polio,article,2015,science/health,0.7,balanced
An Own Goal by Northern Ireland Gives Wales a Victory,article,2016,sports,0.2,clickbait
A Sparse Week for New Credit Offerings,article,2000,business/economy/financial,-0.5,balanced
